,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
282,10.2,0.92,1.16,44.1,0.201,222.2,283.1,1.0195,2.92,1.54,12.8,0
283,11.6,0.91,0.95,40.1,0.321,98.9,211.6,1.01236,2.91,1.31,11.9,0
284,11.6,1.24,1.19,38.4,0.264,110.6,201.4,1.02042,3.05,1.28,13.2,0
285,9.4,1.11,0.9,55.4,0.161,146.6,152.0,0.99968,3.19,1.18,10.8,0
286,10.8,1.05,1.43,48.0,0.302,174.9,146.8,1.02056,3.32,0.91,10.6,0
287,11.5,0.91,0.91,38.2,0.126,179.2,284.9,1.00693,3.07,1.04,12.3,0
288,11.4,0.92,0.49,37.1,0.208,198.0,393.2,1.00817,3.23,1.53,12.4,0
289,10.0,1.08,1.03,35.1,0.225,151.3,267.7,0.99786,3.04,1.18,11.5,0
290,10.1,1.11,0.92,54.4,0.265,200.6,293.2,1.02075,3.62,1.12,11.5,0
291,11.2,1.08,1.17,52.6,0.271,174.5,370.4,1.02629,2.96,1.24,11.3,0
292,9.1,1.15,1.08,26.8,0.363,237.4,235.1,1.01295,3.45,1.71,12.8,0
293,13.5,0.84,0.82,33.6,0.32,204.2,214.8,1.02168,3.16,1.34,9.9,0
294,13.2,0.6,1.02,34.2,0.186,225.1,242.8,1.02047,3.06,1.38,10.8,0
295,10.0,1.37,1.25,39.4,0.289,201.5,382.9,1.02814,2.91,1.29,13.2,0
296,11.8,1.02,0.71,30.3,0.225,240.7,182.3,1.00809,3.13,1.83,12.9,0
297,11.9,0.6,1.1,47.7,0.281,140.5,210.1,1.02431,3.17,0.9,11.7,0
298,12.8,0.57,1.1,40.6,0.33,109.7,386.1,1.0248,3.09,1.05,10.6,0
299,13.5,1.23,0.75,45.4,0.291,123.8,243.5,1.03296,2.95,1.16,11.6,0
300,11.5,1.18,0.78,50.6,0.247,88.2,167.9,1.01767,3.02,1.07,13.5,0
301,14.7,1.31,1.26,29.3,0.311,150.1,314.8,1.02668,3.09,1.42,10.8,0
302,7.4,1.44,0.72,48.8,0.226,135.5,395.3,1.01544,3.18,1.41,13.1,0
303,10.7,1.2,0.93,32.5,0.339,239.9,358.0,1.02582,3.02,1.45,13.3,0
304,9.7,1.3,1.02,43.2,0.077,225.2,372.9,1.01932,3.1,1.28,12.4,0
305,9.5,0.98,0.8,31.6,0.195,201.1,289.1,1.02446,2.81,1.7,13.3,0
306,15.0,1.14,0.56,53.0,0.391,249.2,219.6,1.02496,2.93,1.41,10.1,0
307,9.4,1.16,1.17,57.2,0.327,177.8,280.3,1.02377,3.19,0.97,11.9,0
308,12.5,1.16,1.18,58.3,0.372,259.1,338.5,1.01978,3.04,1.2,12.2,0
309,10.6,1.42,1.1,47.4,0.271,234.6,393.0,1.02326,3.51,0.79,11.3,0
310,10.7,0.66,0.58,36.6,0.224,233.4,200.3,1.02803,3.24,1.61,11.2,0
311,10.4,1.43,1.27,23.5,0.356,226.3,357.7,1.02125,3.13,1.06,10.1,0
312,11.3,0.55,1.16,46.6,0.357,146.2,305.1,1.02316,2.97,1.1,13.9,0
313,12.1,0.88,0.93,41.6,0.314,198.7,312.2,1.00686,3.27,1.2,12.9,0
314,12.5,0.44,1.38,46.5,0.433,136.1,312.3,1.02963,2.87,0.87,11.3,0
315,12.1,0.74,1.46,50.1,0.216,245.8,221.4,1.01871,2.98,1.47,12.4,0
316,11.6,1.22,1.37,52.0,0.157,144.1,372.1,1.00627,2.94,1.25,12.6,0
317,10.4,1.04,0.46,44.9,0.318,236.1,348.1,1.00114,3.12,1.4,13.0,0
318,12.3,0.59,0.92,53.8,0.307,144.3,313.9,1.02383,3.14,1.39,10.6,0
319,12.9,0.8,1.28,47.1,0.31,172.2,378.9,1.02138,2.9,1.27,10.6,0
320,9.2,0.89,1.03,36.8,0.294,65.0,264.2,1.0167,3.03,1.55,11.5,0
321,11.2,1.06,1.0,23.8,0.404,145.9,339.8,1.0298,3.34,1.54,12.0,0
322,9.4,1.35,0.77,41.1,0.11,244.6,353.0,1.01227,3.27,0.64,11.1,0
323,11.1,0.98,0.87,45.6,0.451,62.6,337.2,1.00899,3.15,1.38,12.0,0
324,9.1,1.08,1.16,33.5,0.272,94.1,232.5,1.00638,3.19,1.16,12.5,0
325,10.4,0.84,1.36,48.2,0.167,208.0,288.5,1.02267,3.13,1.26,12.1,0
326,11.8,0.55,0.75,36.5,0.238,176.8,313.7,1.01341,3.03,1.38,12.2,0
327,9.0,0.57,0.93,37.9,0.166,92.6,312.2,1.0271,3.23,0.79,12.3,0
328,8.0,1.02,1.1,39.5,0.165,146.1,201.7,1.02235,3.05,0.85,11.9,0
329,13.0,0.78,1.15,41.9,0.417,137.8,372.7,1.03165,3.16,1.41,11.7,0
330,9.9,0.99,0.86,35.9,0.106,227.7,207.3,1.01679,3.2,0.9,12.7,0
331,13.4,1.17,1.41,46.9,0.287,273.4,275.3,1.01168,3.23,1.03,10.7,0
332,9.2,0.85,0.89,43.2,0.15,114.4,156.5,1.02016,3.28,1.07,11.4,0
333,13.1,0.61,0.76,48.8,0.252,137.6,350.8,1.02194,3.17,1.55,12.1,0
334,8.7,0.98,0.86,54.8,0.277,166.3,239.5,1.01877,3.19,1.1,11.3,0
335,13.2,1.03,1.06,31.5,0.122,242.4,311.1,1.00685,3.07,1.65,12.4,0
336,7.4,0.73,1.2,29.8,0.19,161.8,357.5,1.01426,3.33,0.9,11.8,0
337,9.5,0.63,1.25,57.1,0.309,180.3,286.8,1.0316,3.26,0.6,12.9,0
338,12.0,0.86,0.59,38.4,0.272,245.3,332.4,1.02367,3.14,1.14,11.8,0
339,7.4,1.21,0.86,46.2,0.208,183.5,278.8,1.0142,3.24,1.22,12.1,0
340,13.7,0.71,0.85,46.1,0.205,217.5,363.6,1.03563,2.92,0.98,10.5,0
341,11.6,0.65,0.78,39.2,0.15,195.2,361.1,1.02066,3.11,1.69,11.5,0
342,13.0,0.78,1.15,41.9,0.417,137.8,372.7,1.03165,3.16,1.41,11.7,0
343,7.9,1.06,0.65,33.1,0.269,164.4,248.9,1.01934,3.04,1.07,11.3,0
344,7.9,1.24,0.82,40.7,0.244,222.9,312.0,1.00998,3.01,1.2,11.0,0
345,7.3,1.01,0.56,39.5,0.175,184.1,188.9,1.01833,3.46,1.06,12.2,0
346,8.2,0.8,1.46,37.0,0.341,183.2,348.8,1.0197,3.19,1.17,11.7,0
347,13.8,0.85,0.82,45.2,0.241,165.9,250.7,1.00655,2.99,1.34,12.4,0
348,9.8,0.91,0.58,59.7,0.225,158.3,270.2,1.02101,3.23,1.42,11.5,0
349,9.7,0.48,1.05,28.8,0.213,57.9,355.7,1.02254,3.5,1.76,12.6,0
350,12.4,0.83,1.37,39.8,0.206,186.5,345.5,1.0262,2.9,0.76,10.4,0
351,11.4,0.89,0.96,34.7,0.209,219.5,346.5,0.99905,3.07,1.68,12.9,0
352,12.2,1.07,0.5,43.6,0.456,111.3,212.9,1.02558,3.38,0.74,11.5,0
353,13.1,0.82,0.9,37.6,0.297,189.5,312.3,1.00542,3.33,1.14,12.8,0
354,11.0,0.84,1.04,40.1,0.162,105.2,306.4,1.01747,2.87,0.91,12.9,0
355,11.6,1.12,0.95,47.0,0.227,76.0,208.6,1.02335,3.01,0.95,10.1,0
356,12.3,0.87,1.38,43.7,0.379,141.8,246.8,1.01983,3.22,1.46,10.5,0
357,12.1,1.18,1.08,47.5,0.159,167.1,338.1,1.03278,2.78,1.16,11.0,0
358,12.0,1.09,1.27,46.7,0.225,224.7,253.9,1.02872,3.06,1.66,11.4,0
359,13.1,1.18,1.05,32.5,0.247,264.0,334.8,1.01577,3.05,1.37,12.2,0
360,10.9,0.92,0.88,36.4,0.346,118.5,222.6,1.01605,3.18,1.01,12.7,0
361,12.1,0.93,1.08,26.9,0.319,137.9,331.4,1.01795,3.2,1.46,11.0,0
362,9.3,1.08,1.51,40.5,0.415,238.2,340.9,1.01288,3.25,1.43,12.2,0
363,8.1,1.15,1.0,43.6,0.325,199.9,384.5,1.01674,2.94,1.64,12.8,0
364,10.5,1.21,1.14,38.7,0.239,234.8,355.4,1.01442,3.29,1.54,11.9,0
365,11.4,0.72,1.21,30.6,0.202,105.4,305.1,1.0251,2.91,1.28,12.9,0
366,8.2,0.71,0.79,42.4,0.33,150.8,163.7,1.01337,3.6,1.51,12.7,0
367,9.5,0.98,0.8,31.6,0.195,201.1,289.1,1.02446,2.81,1.7,13.3,0
368,13.7,0.71,0.85,46.1,0.205,217.5,363.6,1.03563,2.92,0.98,10.5,0
369,9.7,0.9,0.8,20.4,0.321,121.3,258.1,1.01503,3.38,1.64,11.6,0
370,11.2,1.17,1.02,43.3,0.175,202.9,244.9,1.02758,3.02,1.03,12.4,0
371,10.8,0.43,0.91,27.5,0.367,107.4,162.8,1.01847,3.39,1.35,11.3,0
372,12.2,1.27,1.3,41.1,0.282,206.1,372.2,0.9987,3.28,1.65,11.8,0
373,11.6,1.24,1.34,55.2,0.416,160.7,361.0,1.01088,3.38,0.64,11.1,0
374,10.7,0.67,1.09,46.7,0.186,219.5,340.0,1.01189,3.2,1.04,10.8,0
375,6.5,0.95,0.97,40.1,0.159,109.3,281.4,1.02565,3.12,1.68,13.5,0
376,9.2,1.09,1.18,53.4,0.264,172.7,280.7,1.00468,3.57,1.51,12.1,0
377,7.0,0.54,1.44,48.3,0.265,144.3,156.7,1.02035,2.96,1.4,12.4,0
378,12.9,1.3,0.67,42.7,0.314,184.0,355.4,1.02163,3.34,0.51,13.2,0
379,9.5,1.19,1.3,28.3,0.27,161.6,233.3,1.02054,3.42,1.53,11.7,0
380,8.2,0.86,0.97,57.0,0.319,138.9,284.5,1.01229,2.99,1.63,12.3,0
381,13.6,1.03,1.2,44.3,0.408,217.0,212.6,1.01582,3.36,1.02,11.1,0
382,11.2,0.93,1.23,32.0,0.283,182.5,301.1,1.01849,3.01,1.09,11.9,0
383,11.3,0.93,1.32,55.7,0.178,183.9,341.7,1.02481,2.87,0.88,11.3,0
384,13.0,0.63,1.33,43.4,0.244,226.0,331.0,1.01498,2.95,0.98,9.7,0
385,11.2,1.02,1.1,38.5,0.162,227.3,263.5,1.00891,3.1,1.47,10.3,0
386,7.7,1.09,0.97,39.4,0.229,201.5,142.8,1.01136,3.27,1.03,11.3,0
387,11.3,1.03,1.4,55.0,0.193,125.0,178.7,1.02178,2.8,0.6,12.6,0
388,7.9,1.24,0.98,40.9,0.236,135.6,306.3,1.02665,3.26,1.32,13.1,0
389,8.5,1.25,0.96,47.5,0.334,179.4,259.7,1.01177,3.18,1.16,12.2,0
390,11.8,0.62,0.92,33.3,0.213,97.3,241.2,0.99576,3.1,1.15,11.3,0
391,14.1,1.21,1.02,58.4,0.219,225.8,357.8,1.02601,2.98,0.77,11.2,0
392,12.9,0.97,1.08,57.0,0.261,239.6,236.5,1.01179,2.94,1.75,9.8,0
393,8.4,0.83,0.66,33.7,0.253,215.7,324.4,1.02136,3.08,1.42,13.8,0
394,12.3,1.09,0.96,39.4,0.232,229.0,221.0,1.02235,3.11,1.55,11.3,0
395,10.8,0.7,1.34,51.1,0.3,203.5,244.9,1.02476,3.13,0.82,12.0,0
396,13.1,1.13,1.26,51.8,0.196,188.3,314.5,1.01338,3.08,0.51,10.0,0
397,15.0,0.97,1.13,24.9,0.253,245.1,208.2,1.00596,3.15,0.97,10.1,0
398,11.1,1.38,1.22,54.8,0.181,206.0,348.9,1.00634,2.99,1.51,11.6,0
399,10.4,1.24,0.86,32.3,0.364,194.5,317.0,1.01813,3.22,1.35,11.4,0
400,8.0,1.12,0.98,39.8,0.166,251.5,239.9,1.01539,3.24,1.6,11.4,0
401,13.7,1.06,1.26,44.6,0.412,199.4,288.1,1.02147,2.98,1.37,10.8,0
402,10.0,1.2,0.72,46.4,0.264,193.6,375.3,1.00934,2.93,1.52,12.7,0
403,12.4,0.91,0.93,36.7,0.208,205.5,402.4,1.01247,3.0,1.47,12.1,0
404,10.9,0.57,0.87,55.9,0.177,67.7,201.7,1.02698,3.29,1.42,11.9,0
405,10.0,0.85,1.17,35.6,0.386,258.7,118.7,1.02289,3.2,0.97,9.9,0
406,11.4,0.78,0.86,57.1,0.294,172.5,269.2,1.02739,3.12,0.95,9.8,0
407,9.3,0.75,1.13,37.0,0.24,115.1,307.8,1.01558,3.01,1.17,10.7,0
408,12.3,1.22,1.32,31.7,0.302,182.6,354.0,1.00831,3.29,1.38,12.5,0
409,10.6,1.35,0.71,43.1,0.201,215.0,330.7,1.01413,2.86,1.2,11.5,0
410,12.9,1.09,0.79,40.4,0.281,134.1,249.3,1.01448,3.26,1.12,10.2,0
411,11.8,1.1,1.07,30.2,0.107,175.6,209.7,1.02485,2.85,1.66,12.5,0
412,12.9,0.94,1.16,52.0,0.282,194.8,357.2,1.01062,3.19,1.57,11.9,0
413,11.0,0.38,1.26,38.5,0.145,250.0,219.4,1.01359,3.4,1.11,12.4,0
414,11.8,0.92,0.79,43.7,0.34,259.0,380.2,1.01937,3.04,0.98,10.6,0
415,13.1,0.62,0.65,28.4,0.306,132.0,266.8,1.00804,3.45,1.67,11.3,0
416,11.8,1.11,1.37,39.2,0.408,109.6,358.4,1.0155,2.96,0.76,12.1,0
417,11.2,1.04,0.81,30.1,0.133,195.9,325.2,1.00771,3.05,1.85,12.4,0
418,12.5,0.81,1.06,56.9,0.274,82.0,229.1,1.02475,3.26,1.41,11.6,0
419,10.2,0.97,1.04,44.5,0.274,231.3,347.1,1.01326,3.09,1.47,12.4,0
420,12.4,0.63,0.98,22.6,0.23,225.4,248.8,1.02465,3.15,0.86,9.9,0
421,12.9,1.18,0.74,55.3,0.34,215.9,254.8,1.01836,3.2,0.92,9.9,0
422,9.6,1.0,1.49,46.8,0.349,175.3,363.3,1.0261,3.18,1.29,12.5,0
423,10.9,0.91,1.18,55.3,0.349,135.4,346.9,1.02346,3.01,1.12,11.5,0
424,12.7,1.15,1.11,52.8,0.16,186.6,199.0,1.00761,2.97,1.33,11.8,0
425,9.3,1.05,1.01,52.8,0.32,138.5,355.3,1.02412,3.27,1.24,12.2,0
426,12.5,1.07,1.13,25.8,0.133,215.4,238.1,1.01009,2.85,1.61,13.6,0
427,11.7,0.69,1.06,54.8,0.159,174.1,292.0,1.02436,3.09,0.57,11.2,0
428,10.5,1.34,0.86,55.8,0.226,84.6,221.2,1.00758,3.45,0.83,10.9,0
429,10.3,0.74,0.87,43.9,0.425,171.2,263.1,1.0225,3.2,1.47,11.2,0
430,10.6,1.1,0.77,40.2,0.289,208.5,282.1,1.02618,3.03,1.49,11.9,0
431,9.0,0.64,1.02,38.8,0.342,147.0,298.8,1.02065,3.19,1.48,11.9,0
432,10.5,1.3,0.84,47.0,0.21,196.1,354.2,1.01159,3.11,1.05,12.5,0
433,10.2,0.6,0.71,57.3,0.125,120.0,260.3,1.01247,3.07,0.96,11.3,0
434,9.6,1.11,1.23,52.5,0.307,142.9,356.6,1.02184,3.06,1.54,12.6,0
435,11.3,0.98,1.12,44.2,0.251,158.7,307.7,1.0107,3.07,1.26,12.4,0
436,10.0,0.49,1.16,56.2,0.267,144.8,252.2,1.00633,3.03,1.69,10.4,0
437,7.8,0.6,1.42,51.5,0.211,234.8,190.9,1.02551,3.13,0.98,12.0,0
438,7.9,0.78,1.21,32.7,0.1,214.4,272.4,1.02028,3.19,1.42,12.5,0
439,12.4,1.1,1.26,53.9,0.221,134.7,251.1,1.01659,3.41,0.67,9.8,0
440,7.5,1.03,0.83,34.6,0.22,161.7,302.2,1.02642,2.9,1.65,11.9,0
441,12.8,1.07,1.26,29.4,0.104,176.3,261.4,1.01563,3.43,1.33,10.0,0
442,10.8,1.07,0.55,29.8,0.117,220.9,329.0,1.00911,2.99,1.81,12.3,0
443,14.5,0.99,0.92,60.1,0.389,133.7,241.0,1.02748,2.84,0.96,11.4,0
444,10.9,0.97,1.01,33.3,0.264,106.1,202.6,1.02497,3.25,1.57,11.6,0
445,13.1,0.95,1.44,50.4,0.187,155.8,260.0,1.01056,3.31,1.25,10.0,0
446,11.7,1.18,0.91,47.7,0.225,155.5,247.4,1.01006,3.02,1.4,12.0,0
447,14.3,1.12,1.4,58.4,0.174,149.6,405.4,1.00515,3.14,0.98,11.6,0
448,14.8,0.66,1.2,44.9,0.189,174.3,181.9,1.00537,3.06,1.69,11.2,0
449,13.3,1.08,0.99,24.9,0.223,132.9,297.3,1.01817,3.09,1.37,12.6,0
450,10.5,1.01,0.89,39.1,0.157,181.9,278.2,1.0122,2.89,1.51,12.0,0
451,6.4,1.13,0.46,39.2,0.259,190.6,282.4,1.02419,3.01,0.97,13.5,0
452,11.8,0.74,0.61,49.8,0.211,126.5,400.6,1.02009,3.07,0.67,10.9,0
453,9.4,1.03,1.09,39.2,0.365,225.1,361.6,1.02566,3.18,1.18,13.1,0
454,9.0,0.38,1.31,23.0,0.327,151.0,221.7,1.00322,3.43,1.47,12.6,0
455,10.8,0.84,0.79,46.3,0.341,192.8,350.9,1.02208,3.22,1.27,12.6,0
456,9.9,1.05,0.73,46.0,0.199,96.2,314.8,1.0268,3.42,1.39,11.8,0
457,10.6,0.98,1.03,36.5,0.145,211.3,347.8,1.02716,2.94,1.52,12.9,0
458,10.1,1.06,1.06,54.7,0.137,116.7,226.2,1.01411,3.09,1.35,11.5,0
459,12.3,1.32,1.19,43.9,0.232,138.6,287.2,1.02986,3.0,1.6,12.4,0
460,10.2,0.78,0.61,44.2,0.418,213.4,344.5,1.02084,3.27,1.43,10.7,0
461,12.4,1.23,0.82,29.7,0.151,180.6,243.8,1.02256,3.02,0.61,10.9,0
462,11.0,1.19,1.23,41.3,0.25,201.1,343.1,1.02113,3.05,1.19,12.0,0
463,10.0,1.08,1.0,48.2,0.288,148.1,336.4,1.01838,3.19,1.14,12.7,0
464,14.3,0.9,0.96,43.9,0.415,239.3,216.7,1.0191,2.96,1.58,10.5,0
465,8.9,0.93,1.12,43.7,0.184,87.6,299.2,1.01108,3.28,0.88,11.1,0
466,11.8,0.65,0.91,46.0,0.195,102.2,272.7,1.01909,3.21,1.3,10.4,0
467,11.4,1.32,0.78,47.5,0.208,177.2,261.5,1.008,3.22,1.17,11.9,0
468,10.2,1.28,1.09,41.9,0.273,217.1,327.3,1.01955,3.21,1.31,11.7,0
469,12.7,0.74,1.35,42.9,0.091,205.6,160.3,1.01699,3.35,1.1,9.5,0
470,11.2,0.69,0.87,60.1,0.409,127.1,261.8,1.0203,3.29,0.72,10.8,0
471,9.9,0.72,0.73,40.3,0.132,250.0,215.0,1.00736,3.13,1.4,12.9,0
472,11.0,0.84,1.04,40.1,0.162,105.2,306.4,1.01747,2.87,0.91,12.9,0
473,12.5,1.16,1.18,58.3,0.372,259.1,338.5,1.01978,3.04,1.2,12.2,0
474,14.2,1.49,1.04,53.7,0.288,256.6,333.2,1.0144,3.32,0.92,10.6,0
475,10.9,0.92,0.9,44.2,0.375,211.9,376.6,1.01028,3.0,1.7,11.7,0
476,7.4,1.06,0.96,37.5,0.173,225.0,74.8,1.01707,3.11,1.19,11.3,0
477,12.7,1.23,0.65,49.9,0.266,187.8,222.1,1.01286,3.07,0.98,10.4,0
478,8.8,0.69,0.93,46.0,0.411,146.9,239.7,1.00744,3.2,1.47,12.1,0
479,13.5,0.78,1.39,46.5,0.362,201.2,374.2,1.01728,3.17,1.13,10.2,0
480,12.8,1.31,0.97,41.6,0.376,253.3,379.9,1.01814,2.95,1.28,11.4,0
481,8.0,0.95,1.31,50.6,0.287,197.6,116.0,1.03038,3.1,1.07,12.1,0
482,11.3,1.05,0.72,49.1,0.475,97.9,393.6,1.02244,2.88,1.57,13.8,0
483,10.4,1.02,1.08,56.1,0.286,184.6,364.4,1.02689,3.13,1.64,11.8,0
484,11.3,0.69,1.38,46.6,0.314,221.8,308.7,1.02451,3.15,0.95,11.3,0
485,11.5,1.09,0.58,45.2,0.308,225.9,368.6,1.02035,3.15,1.08,12.0,0
486,10.6,1.05,0.96,55.0,0.209,193.8,297.0,1.00675,3.16,1.43,10.1,0
487,8.6,1.34,0.92,44.2,0.264,199.7,319.6,1.02178,3.05,1.2,11.9,0
488,12.2,0.84,1.21,42.9,0.278,184.1,318.2,1.01653,3.2,1.16,11.5,0
489,8.8,0.69,0.93,46.0,0.411,146.9,239.7,1.00744,3.2,1.47,12.1,0
490,8.9,0.91,0.79,37.4,0.233,139.0,198.9,1.01292,3.52,1.67,11.8,0
491,13.3,0.52,0.53,33.6,0.153,246.4,117.6,1.00681,3.24,1.11,11.9,0
492,9.3,0.61,0.91,50.9,0.332,125.2,146.9,1.03052,3.17,1.29,11.6,0
493,9.7,0.47,1.27,58.0,0.24,131.9,297.2,1.01803,3.24,0.81,10.9,0
494,11.5,0.88,1.22,40.0,0.15,193.8,158.7,1.01508,2.99,1.3,12.2,0
495,9.5,1.2,0.67,49.0,0.117,247.2,350.3,1.02735,3.15,1.21,11.4,0
496,12.3,0.72,1.29,53.6,0.217,213.3,227.2,1.02898,3.26,1.23,11.6,0
497,10.9,0.93,0.64,46.1,0.202,195.5,383.9,1.02079,2.98,1.72,13.9,0
498,12.8,0.93,0.71,43.2,0.209,197.4,214.8,1.02501,3.05,1.38,12.3,0
499,10.6,1.24,0.81,44.2,0.32,185.1,343.5,1.01246,3.22,1.17,11.6,0
500,9.3,1.23,1.24,53.5,0.263,188.8,354.6,1.01563,3.24,0.76,13.4,0
501,12.5,1.46,1.2,39.6,0.11,224.3,317.6,1.01747,2.87,1.6,10.8,0
502,9.4,0.91,0.77,48.2,0.233,160.5,374.1,1.01162,3.07,0.78,13.3,0
503,12.4,1.31,1.05,50.1,0.085,78.1,218.9,1.00702,2.98,1.29,11.4,0
504,13.3,0.66,1.21,60.4,0.398,208.0,372.4,1.02392,3.39,1.03,10.7,0
505,9.7,1.13,0.8,41.4,0.191,214.5,153.3,1.02319,3.17,1.01,11.2,0
506,13.5,1.21,1.29,48.4,0.431,243.3,268.3,1.02333,3.16,1.03,8.7,0
507,10.4,0.99,0.91,44.3,0.336,189.2,409.1,1.00898,2.95,1.23,10.5,0
508,13.8,1.36,0.97,47.0,0.163,220.5,162.4,1.01392,3.32,0.86,10.5,0
509,11.6,1.24,1.34,55.2,0.416,160.7,361.0,1.01088,3.38,0.64,11.1,0
510,8.6,0.6,1.23,35.5,0.218,134.4,246.1,1.0137,3.28,0.87,12.2,0
511,12.0,0.83,0.37,47.3,0.251,127.1,98.1,1.0096,3.02,1.18,9.9,0
512,6.4,1.33,1.05,49.8,0.136,208.9,291.9,1.02408,3.21,1.08,13.0,0
513,11.9,1.28,0.96,46.4,0.294,242.5,263.2,1.0229,3.11,1.37,10.8,0
514,12.2,0.39,0.96,43.9,0.158,107.7,191.9,1.01365,3.16,0.76,12.1,0
515,9.5,0.98,0.8,31.6,0.195,201.1,289.1,1.02446,2.81,1.7,13.3,0
516,14.1,1.09,1.08,55.9,0.212,203.9,224.7,1.03335,3.03,1.03,12.2,0
517,9.6,0.88,1.16,51.8,0.23,124.8,280.4,1.00508,2.97,1.1,11.5,0
518,10.1,1.11,0.73,55.8,0.476,151.6,398.6,1.01435,3.39,0.92,11.5,0
519,11.6,0.85,0.67,55.3,0.331,229.6,151.9,1.01153,3.16,0.8,10.7,0
520,10.1,0.89,0.73,43.5,0.197,213.0,263.1,1.00774,2.95,1.46,11.4,0
521,10.2,1.15,1.13,39.6,0.269,162.0,241.5,1.01578,3.29,1.09,12.3,0
522,11.4,1.04,1.05,55.3,0.136,157.5,386.1,1.00457,2.86,0.92,13.6,0
523,10.5,1.31,0.35,44.0,0.153,237.1,326.6,1.00139,2.99,1.62,12.4,0
524,13.4,0.97,1.25,47.0,0.29,252.8,333.1,1.00192,3.08,0.89,12.8,0
525,14.0,1.2,1.39,32.6,0.477,254.3,247.2,1.02722,3.24,1.52,12.8,0
526,12.5,0.9,1.06,47.6,0.3,208.2,196.3,1.00905,2.93,1.41,12.1,0
527,13.3,1.12,1.39,34.0,0.293,116.4,305.3,1.01846,3.0,1.63,11.7,0
528,10.5,1.09,0.99,36.6,0.109,183.5,186.5,1.01123,3.16,1.74,13.1,0
529,11.2,0.84,0.94,49.0,0.108,143.7,357.3,1.01323,3.18,1.56,11.6,0
530,13.9,0.99,1.25,45.5,0.147,145.3,244.1,1.0216,3.08,1.16,12.4,0
531,9.3,0.61,0.91,50.9,0.332,125.2,146.9,1.03052,3.17,1.29,11.6,0
532,9.5,1.11,0.98,51.1,0.29,128.0,362.7,1.0116,3.29,1.52,12.1,0
533,9.6,1.35,1.5,31.2,0.236,267.3,248.5,1.02342,3.24,1.22,10.9,0
534,6.0,0.94,1.48,36.3,0.322,179.7,305.7,1.0157,3.17,1.5,13.4,0
535,12.4,1.18,0.81,42.2,0.298,107.0,312.3,1.00376,3.11,1.33,10.3,0
536,10.9,1.07,1.11,46.4,0.127,166.9,97.4,1.0041,3.23,1.61,9.8,0
537,9.0,1.04,1.19,47.3,0.406,131.5,198.8,1.01364,3.12,1.18,12.0,0
538,11.9,1.0,0.9,56.7,0.291,181.4,369.9,1.01264,3.59,1.45,12.4,0
539,10.7,0.44,0.74,38.3,0.3,179.1,223.8,1.01591,3.32,0.89,10.7,0
540,11.1,0.53,1.24,29.3,0.125,178.7,352.1,1.02984,3.02,1.51,13.3,0
541,13.0,0.92,0.95,51.0,0.217,212.4,309.7,1.01423,3.14,1.04,12.5,0
542,14.8,1.32,0.77,53.5,0.477,175.1,357.7,1.03277,2.84,1.03,10.8,0
543,12.3,1.14,0.86,43.8,0.221,126.8,153.5,1.0075,3.16,1.36,11.4,0
544,12.0,1.35,1.37,60.2,0.249,234.6,295.9,1.00611,3.03,1.37,13.1,0
545,12.0,0.7,1.17,50.3,0.28,181.4,374.5,1.01145,2.93,1.41,12.1,0
546,11.3,1.36,0.73,27.7,0.269,213.9,287.9,1.01263,2.99,1.58,11.3,0
547,7.3,0.78,1.12,31.6,0.177,173.8,218.0,1.02333,3.4,1.03,13.0,0
548,10.6,1.05,0.96,55.0,0.209,193.8,297.0,1.00675,3.16,1.43,10.1,0
549,11.7,1.33,1.19,40.8,0.37,236.4,192.4,1.00873,3.19,1.2,9.5,0
550,11.9,1.1,1.07,40.1,0.196,168.4,295.2,1.01373,2.98,0.97,11.5,0
551,12.2,0.99,0.97,43.5,0.198,180.5,393.6,0.99805,3.13,0.96,13.1,0
552,13.1,0.61,0.76,48.8,0.252,137.6,350.8,1.02194,3.17,1.55,12.1,0
553,13.0,1.21,0.4,32.8,0.173,237.8,324.5,1.01042,3.13,0.56,11.4,0
554,9.8,0.57,0.91,41.0,0.326,167.7,328.9,1.0236,3.21,1.16,13.0,0
555,11.7,0.94,0.97,28.0,0.265,192.4,303.7,1.00949,3.21,1.12,12.9,0
556,8.6,0.67,0.74,40.5,0.187,105.3,270.5,1.02976,3.17,1.28,12.3,0
557,8.9,1.25,1.37,57.0,0.225,154.9,181.0,1.02383,3.0,1.08,11.3,0
558,11.3,1.15,1.17,49.9,0.49,115.5,287.0,1.01704,3.07,1.16,9.9,0
559,8.6,1.17,0.53,43.0,0.144,161.8,352.8,1.00729,3.21,1.14,11.4,0
560,12.9,0.96,1.41,30.1,0.167,149.2,317.4,1.02774,3.22,1.37,9.8,0
561,12.0,0.58,0.93,53.9,0.183,250.3,301.4,1.01133,3.04,1.27,11.0,0
562,13.2,0.65,1.09,35.5,0.178,123.5,235.0,1.01824,2.85,1.59,10.6,0
563,10.0,0.65,1.22,44.5,0.181,100.6,246.4,1.01024,3.11,1.55,12.9,0
564,9.8,0.96,0.96,32.1,0.35,219.1,195.4,1.01365,3.26,1.45,11.6,0
565,12.9,0.77,1.09,51.6,0.142,105.1,416.8,1.02263,2.94,1.09,12.4,0
